dataset,pair,model,metric,segment_id,score
wmt24pp,es_MX-en,translategemma-4b,bleu,396,46.713797772820016
wmt24pp,es_MX-en,translategemma-4b,bleu,397,35.92355495564629
wmt24pp,es_MX-en,translategemma-4b,bleu,398,31.639074007145652
wmt24pp,es_MX-en,translategemma-4b,bleu,399,37.2945950461442
wmt24pp,es_MX-en,translategemma-4b,bleu,400,14.957644445778929
wmt24pp,es_MX-en,translategemma-4b,bleu,401,24.19590168768359
wmt24pp,es_MX-en,translategemma-4b,bleu,402,38.794745954152184
wmt24pp,es_MX-en,translategemma-4b,bleu,403,43.90785277097302
wmt24pp,es_MX-en,translategemma-4b,bleu,404,4.016138436407654
wmt24pp,es_MX-en,translategemma-4b,bleu,406,6.567274736060396
wmt24pp,es_MX-en,translategemma-4b,bleu,407,27.77619034011791
wmt24pp,es_MX-en,translategemma-4b,bleu,408,59.460355750136046
wmt24pp,es_MX-en,translategemma-4b,bleu,409,64.75445426291287
wmt24pp,es_MX-en,translategemma-4b,bleu,410,6.837203339116283
wmt24pp,es_MX-en,translategemma-4b,bleu,411,12.03921753741131
wmt24pp,es_MX-en,translategemma-4b,bleu,412,10.09732260481823
wmt24pp,es_MX-en,translategemma-4b,bleu,413,24.34623104231637
wmt24pp,es_MX-en,translategemma-4b,bleu,414,7.129384882260374
wmt24pp,es_MX-en,translategemma-4b,bleu,415,22.08959113415788
wmt24pp,es_MX-en,translategemma-4b,bleu,416,7.768562846380176
wmt24pp,es_MX-en,translategemma-4b,bleu,417,20.51890044324393
wmt24pp,es_MX-en,translategemma-4b,bleu,418,6.471074162236761
wmt24pp,es_MX-en,translategemma-4b,bleu,419,13.767746338041595
wmt24pp,es_MX-en,translategemma-4b,bleu,420,14.092892686397768
wmt24pp,es_MX-en,translategemma-4b,bleu,421,14.561553864227996
wmt24pp,es_MX-en,translategemma-4b,bleu,422,44.37473846540573
wmt24pp,es_MX-en,translategemma-4b,bleu,423,7.647779668764416
wmt24pp,es_MX-en,translategemma-4b,bleu,424,20.155641044239683
wmt24pp,es_MX-en,translategemma-4b,bleu,425,38.18825990098522
wmt24pp,es_MX-en,translategemma-4b,bleu,427,72.59795291154772
wmt24pp,es_MX-en,translategemma-4b,bleu,428,29.654802968818895
wmt24pp,es_MX-en,translategemma-4b,bleu,429,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,430,8.643019616048525
wmt24pp,es_MX-en,translategemma-4b,bleu,431,47.051591265423106
wmt24pp,es_MX-en,translategemma-4b,bleu,432,45.663378549673126
wmt24pp,es_MX-en,translategemma-4b,bleu,433,13.330450941174428
wmt24pp,es_MX-en,translategemma-4b,bleu,434,53.32180376469773
wmt24pp,es_MX-en,translategemma-4b,bleu,437,44.38353619124798
wmt24pp,es_MX-en,translategemma-4b,bleu,439,17.423472443716534
wmt24pp,es_MX-en,translategemma-4b,bleu,440,46.217517581843886
wmt24pp,es_MX-en,translategemma-4b,bleu,441,37.62957149383418
wmt24pp,es_MX-en,translategemma-4b,bleu,442,14.317123154555068
wmt24pp,es_MX-en,translategemma-4b,bleu,443,40.27114390132767
wmt24pp,es_MX-en,translategemma-4b,bleu,444,17.02602472176709
wmt24pp,es_MX-en,translategemma-4b,bleu,446,25.360691480878533
wmt24pp,es_MX-en,translategemma-4b,bleu,448,5.675727444525874
wmt24pp,es_MX-en,translategemma-4b,bleu,450,6.19245064140527
wmt24pp,es_MX-en,translategemma-4b,bleu,452,36.45548948276718
wmt24pp,es_MX-en,translategemma-4b,bleu,453,11.980914528565991
wmt24pp,es_MX-en,translategemma-4b,bleu,454,13.134549472120788
wmt24pp,es_MX-en,translategemma-4b,bleu,455,4.246549372656572
wmt24pp,es_MX-en,translategemma-4b,bleu,456,48.889430701925235
wmt24pp,es_MX-en,translategemma-4b,bleu,457,80.65008590125565
wmt24pp,es_MX-en,translategemma-4b,bleu,458,47.037095938668976
wmt24pp,es_MX-en,translategemma-4b,bleu,459,11.268706361337427
wmt24pp,es_MX-en,translategemma-4b,bleu,460,31.961036230236623
wmt24pp,es_MX-en,translategemma-4b,bleu,461,46.45388310348301
wmt24pp,es_MX-en,translategemma-4b,bleu,462,12.51723443026766
wmt24pp,es_MX-en,translategemma-4b,bleu,463,26.942243852118512
wmt24pp,es_MX-en,translategemma-4b,bleu,464,23.67063348994945
wmt24pp,es_MX-en,translategemma-4b,bleu,465,59.65673855253219
wmt24pp,es_MX-en,translategemma-4b,bleu,466,4.767707020457095
wmt24pp,es_MX-en,translategemma-4b,bleu,467,16.300217117524404
wmt24pp,es_MX-en,translategemma-4b,bleu,468,53.2531676489867
wmt24pp,es_MX-en,translategemma-4b,bleu,469,5.343585793083024
wmt24pp,es_MX-en,translategemma-4b,bleu,470,8.032276872815308
wmt24pp,es_MX-en,translategemma-4b,bleu,471,11.619330408818382
wmt24pp,es_MX-en,translategemma-4b,bleu,472,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,473,41.366275580246906
wmt24pp,es_MX-en,translategemma-4b,bleu,475,29.066145742597676
wmt24pp,es_MX-en,translategemma-4b,bleu,476,15.295559337528834
wmt24pp,es_MX-en,translategemma-4b,bleu,477,12.436722085116983
wmt24pp,es_MX-en,translategemma-4b,bleu,478,19.621295873476573
wmt24pp,es_MX-en,translategemma-4b,bleu,479,4.456882760699064
wmt24pp,es_MX-en,translategemma-4b,bleu,480,24.76980256562108
wmt24pp,es_MX-en,translategemma-4b,bleu,481,13.488716059173196
wmt24pp,es_MX-en,translategemma-4b,bleu,482,11.339582221952003
wmt24pp,es_MX-en,translategemma-4b,bleu,483,10.054626838425367
wmt24pp,es_MX-en,translategemma-4b,bleu,484,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,485,29.901880015727592
wmt24pp,es_MX-en,translategemma-4b,bleu,486,6.870636427700047
wmt24pp,es_MX-en,translategemma-4b,bleu,487,18.879521773374403
wmt24pp,es_MX-en,translategemma-4b,bleu,488,29.071536848410968
wmt24pp,es_MX-en,translategemma-4b,bleu,489,75.06238537503395
wmt24pp,es_MX-en,translategemma-4b,bleu,490,55.20516129306315
wmt24pp,es_MX-en,translategemma-4b,bleu,491,29.10624919304027
wmt24pp,es_MX-en,translategemma-4b,bleu,492,4.3441091034192425
wmt24pp,es_MX-en,translategemma-4b,bleu,493,6.742555929751843
wmt24pp,es_MX-en,translategemma-4b,bleu,494,18.216041731535014
wmt24pp,es_MX-en,translategemma-4b,bleu,495,49.73567356124545
wmt24pp,es_MX-en,translategemma-4b,bleu,496,24.072824011291072
wmt24pp,es_MX-en,translategemma-4b,bleu,497,24.840753130578644
wmt24pp,es_MX-en,translategemma-4b,bleu,498,37.634307237969566
wmt24pp,es_MX-en,translategemma-4b,bleu,499,32.20733312821431
wmt24pp,es_MX-en,translategemma-4b,bleu,500,27.58747689618285
wmt24pp,es_MX-en,translategemma-4b,bleu,501,13.565907333537274
wmt24pp,es_MX-en,translategemma-4b,bleu,502,21.401603033752977
wmt24pp,es_MX-en,translategemma-4b,bleu,503,18.556675930109115
wmt24pp,es_MX-en,translategemma-4b,bleu,505,23.001710853679427
wmt24pp,es_MX-en,translategemma-4b,bleu,506,12.846189726767715
wmt24pp,es_MX-en,translategemma-4b,bleu,507,42.61082723917018
wmt24pp,es_MX-en,translategemma-4b,bleu,508,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,509,30.073095256494906
wmt24pp,es_MX-en,translategemma-4b,bleu,510,31.170906522700683
wmt24pp,es_MX-en,translategemma-4b,bleu,511,46.713797772820016
wmt24pp,es_MX-en,translategemma-4b,bleu,512,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,513,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,514,31.535540524901325
wmt24pp,es_MX-en,translategemma-4b,bleu,515,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,516,17.87993588239658
wmt24pp,es_MX-en,translategemma-4b,bleu,517,7.60493327903722
wmt24pp,es_MX-en,translategemma-4b,bleu,518,32.36306245336181
wmt24pp,es_MX-en,translategemma-4b,bleu,519,29.65966344239302
wmt24pp,es_MX-en,translategemma-4b,bleu,520,6.567274736060396
wmt24pp,es_MX-en,translategemma-4b,bleu,521,26.757273940019942
wmt24pp,es_MX-en,translategemma-4b,bleu,522,24.574304738844397
wmt24pp,es_MX-en,translategemma-4b,bleu,523,15.133218633429316
wmt24pp,es_MX-en,translategemma-4b,bleu,524,9.672649511413097
wmt24pp,es_MX-en,translategemma-4b,bleu,525,14.40074778824072
wmt24pp,es_MX-en,translategemma-4b,bleu,526,11.124661907380256
wmt24pp,es_MX-en,translategemma-4b,bleu,527,35.35533905932737
wmt24pp,es_MX-en,translategemma-4b,bleu,528,59.00468726392806
wmt24pp,es_MX-en,translategemma-4b,bleu,529,29.2849609189764
wmt24pp,es_MX-en,translategemma-4b,bleu,530,23.643540225079395
wmt24pp,es_MX-en,translategemma-4b,bleu,531,16.44945005613896
wmt24pp,es_MX-en,translategemma-4b,bleu,533,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,534,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,535,55.03212081491043
wmt24pp,es_MX-en,translategemma-4b,bleu,536,10.682175159905851
wmt24pp,es_MX-en,translategemma-4b,bleu,537,24.09902916950188
wmt24pp,es_MX-en,translategemma-4b,bleu,538,13.065113298388567
wmt24pp,es_MX-en,translategemma-4b,bleu,539,13.292417883329383
wmt24pp,es_MX-en,translategemma-4b,bleu,540,23.356898886410004
wmt24pp,es_MX-en,translategemma-4b,bleu,541,22.718709780542323
wmt24pp,es_MX-en,translategemma-4b,bleu,542,41.11336169005198
wmt24pp,es_MX-en,translategemma-4b,bleu,543,6.27465531099474
wmt24pp,es_MX-en,translategemma-4b,bleu,544,45.39996117475736
wmt24pp,es_MX-en,translategemma-4b,bleu,546,60.653065971263366
wmt24pp,es_MX-en,translategemma-4b,bleu,547,21.64192572345391
wmt24pp,es_MX-en,translategemma-4b,bleu,548,19.5647514979229
wmt24pp,es_MX-en,translategemma-4b,bleu,549,50.43545474510804
wmt24pp,es_MX-en,translategemma-4b,bleu,550,15.97357760615681
wmt24pp,es_MX-en,translategemma-4b,bleu,551,5.0735520042259505
wmt24pp,es_MX-en,translategemma-4b,bleu,552,61.153805769010226
wmt24pp,es_MX-en,translategemma-4b,bleu,553,18.99589214128981
wmt24pp,es_MX-en,translategemma-4b,bleu,554,17.491650626361256
wmt24pp,es_MX-en,translategemma-4b,bleu,555,23.643540225079395
wmt24pp,es_MX-en,translategemma-4b,bleu,556,8.225964699966553
wmt24pp,es_MX-en,translategemma-4b,bleu,557,32.814110158678616
wmt24pp,es_MX-en,translategemma-4b,bleu,558,22.31618068926664
wmt24pp,es_MX-en,translategemma-4b,bleu,559,35.412968165085736
wmt24pp,es_MX-en,translategemma-4b,bleu,560,18.99589214128981
wmt24pp,es_MX-en,translategemma-4b,bleu,561,31.947155212313625
wmt24pp,es_MX-en,translategemma-4b,bleu,562,12.70331870386537
wmt24pp,es_MX-en,translategemma-4b,bleu,563,50.81327481546147
wmt24pp,es_MX-en,translategemma-4b,bleu,564,35.35533905932737
wmt24pp,es_MX-en,translategemma-4b,bleu,565,51.33450480401705
wmt24pp,es_MX-en,translategemma-4b,bleu,566,39.345493770478306
wmt24pp,es_MX-en,translategemma-4b,bleu,567,19.251614434393563
wmt24pp,es_MX-en,translategemma-4b,bleu,568,54.10822690539397
wmt24pp,es_MX-en,translategemma-4b,bleu,569,18.798317647335093
wmt24pp,es_MX-en,translategemma-4b,bleu,570,14.458924666162856
wmt24pp,es_MX-en,translategemma-4b,bleu,571,9.688464563433238
wmt24pp,es_MX-en,translategemma-4b,bleu,572,5.606838891420966
wmt24pp,es_MX-en,translategemma-4b,bleu,573,42.50281413416977
wmt24pp,es_MX-en,translategemma-4b,bleu,574,27.901593935858266
wmt24pp,es_MX-en,translategemma-4b,bleu,575,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,576,27.22589423069702
wmt24pp,es_MX-en,translategemma-4b,bleu,577,2.4074859035470344
wmt24pp,es_MX-en,translategemma-4b,bleu,578,35.35533905932737
wmt24pp,es_MX-en,translategemma-4b,bleu,579,26.269098944241577
wmt24pp,es_MX-en,translategemma-4b,bleu,580,12.35622127262679
wmt24pp,es_MX-en,translategemma-4b,bleu,581,12.512236921161914
wmt24pp,es_MX-en,translategemma-4b,bleu,582,27.57185986366082
wmt24pp,es_MX-en,translategemma-4b,bleu,584,48.69188968859319
wmt24pp,es_MX-en,translategemma-4b,bleu,585,10.123734869668828
wmt24pp,es_MX-en,translategemma-4b,bleu,586,10.171743461694824
wmt24pp,es_MX-en,translategemma-4b,bleu,587,16.18274764491393
wmt24pp,es_MX-en,translategemma-4b,bleu,588,10.40059768900531
wmt24pp,es_MX-en,translategemma-4b,bleu,589,5.669791110976001
wmt24pp,es_MX-en,translategemma-4b,bleu,590,12.35622127262679
wmt24pp,es_MX-en,translategemma-4b,bleu,591,18.36028134946796
wmt24pp,es_MX-en,translategemma-4b,bleu,592,34.98761149110957
wmt24pp,es_MX-en,translategemma-4b,bleu,596,19.716118825581447
wmt24pp,es_MX-en,translategemma-4b,bleu,597,19.64073254502565
wmt24pp,es_MX-en,translategemma-4b,bleu,598,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,599,11.59119922599073
wmt24pp,es_MX-en,translategemma-4b,bleu,600,9.535414040914189
wmt24pp,es_MX-en,translategemma-4b,bleu,601,49.99999999999999
wmt24pp,es_MX-en,translategemma-4b,bleu,602,6.837203339116283
wmt24pp,es_MX-en,translategemma-4b,bleu,603,9.345091860762494
wmt24pp,es_MX-en,translategemma-4b,bleu,604,4.724932626401583
wmt24pp,es_MX-en,translategemma-4b,bleu,606,30.166728533047472
wmt24pp,es_MX-en,translategemma-4b,bleu,607,12.924399558103056
wmt24pp,es_MX-en,translategemma-4b,bleu,608,46.76951056521873
wmt24pp,es_MX-en,translategemma-4b,bleu,609,7.90779729746476
wmt24pp,es_MX-en,translategemma-4b,bleu,610,10.777245529804231
wmt24pp,es_MX-en,translategemma-4b,bleu,611,41.11336169005198
wmt24pp,es_MX-en,translategemma-4b,bleu,614,2.996515740268936
wmt24pp,es_MX-en,translategemma-4b,bleu,615,21.189095274335795
wmt24pp,es_MX-en,translategemma-4b,bleu,616,10.682175159905851
wmt24pp,es_MX-en,translategemma-4b,bleu,617,28.552619466205183
wmt24pp,es_MX-en,translategemma-4b,bleu,618,6.567274736060395
wmt24pp,es_MX-en,translategemma-4b,bleu,619,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,620,35.16960296353687
wmt24pp,es_MX-en,translategemma-4b,bleu,621,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,622,12.962472880491877
wmt24pp,es_MX-en,translategemma-4b,bleu,623,51.69731539571708
wmt24pp,es_MX-en,translategemma-4b,bleu,624,27.36101448078325
wmt24pp,es_MX-en,translategemma-4b,bleu,625,29.84745896009822
wmt24pp,es_MX-en,translategemma-4b,bleu,626,38.53856918030314
wmt24pp,es_MX-en,translategemma-4b,bleu,627,13.598442089834288
wmt24pp,es_MX-en,translategemma-4b,bleu,628,15.04843536148922
wmt24pp,es_MX-en,translategemma-4b,bleu,629,3.5527769567510457
wmt24pp,es_MX-en,translategemma-4b,bleu,630,59.460355750136046
wmt24pp,es_MX-en,translategemma-4b,bleu,631,5.795599612995366
wmt24pp,es_MX-en,translategemma-4b,bleu,632,24.62395302527262
wmt24pp,es_MX-en,translategemma-4b,bleu,633,13.485111859503684
wmt24pp,es_MX-en,translategemma-4b,bleu,634,13.485111859503684
wmt24pp,es_MX-en,translategemma-4b,bleu,635,12.109013026441868
wmt24pp,es_MX-en,translategemma-4b,bleu,636,88.01117367933934
wmt24pp,es_MX-en,translategemma-4b,bleu,637,9.507244120026236
wmt24pp,es_MX-en,translategemma-4b,bleu,638,5.004175368982553
wmt24pp,es_MX-en,translategemma-4b,bleu,639,8.054496384843702
wmt24pp,es_MX-en,translategemma-4b,bleu,640,2.5683319547529764
wmt24pp,es_MX-en,translategemma-4b,bleu,641,3.5792807886387674
wmt24pp,es_MX-en,translategemma-4b,bleu,642,22.18606132013626
wmt24pp,es_MX-en,translategemma-4b,bleu,643,22.963869978965583
wmt24pp,es_MX-en,translategemma-4b,bleu,644,19.568336427344597
wmt24pp,es_MX-en,translategemma-4b,bleu,645,14.295536884928664
wmt24pp,es_MX-en,translategemma-4b,bleu,646,3.7477767366779218
wmt24pp,es_MX-en,translategemma-4b,bleu,647,10.529884007126029
wmt24pp,es_MX-en,translategemma-4b,bleu,648,53.093787706911165
wmt24pp,es_MX-en,translategemma-4b,bleu,649,55.03212081491043
wmt24pp,es_MX-en,translategemma-4b,bleu,650,25.33654946448646
wmt24pp,es_MX-en,translategemma-4b,bleu,651,100.00000000000004
wmt24pp,es_MX-en,translategemma-4b,bleu,652,50.389204852596336
wmt24pp,es_MX-en,translategemma-4b,bleu,653,39.752056180006434
wmt24pp,es_MX-en,translategemma-4b,bleu,654,30.213753973567677
wmt24pp,es_MX-en,translategemma-4b,bleu,655,41.50023257451992
wmt24pp,es_MX-en,translategemma-4b,bleu,656,29.622254568370245
wmt24pp,es_MX-en,translategemma-4b,bleu,664,35.897462595683535
wmt24pp,es_MX-en,translategemma-4b,bleu,665,35.44858987774666
wmt24pp,es_MX-en,translategemma-4b,bleu,666,35.35533905932737
wmt24pp,es_MX-en,translategemma-4b,bleu,667,41.11336169005198
wmt24pp,es_MX-en,translategemma-4b,bleu,668,43.28015276270853
wmt24pp,es_MX-en,translategemma-4b,bleu,669,7.188959550044094
wmt24pp,es_MX-en,translategemma-4b,bleu,670,31.17715320626358
wmt24pp,es_MX-en,translategemma-4b,bleu,671,43.40505816672077
wmt24pp,es_MX-en,translategemma-4b,bleu,672,44.071879951352486
wmt24pp,es_MX-en,translategemma-4b,bleu,673,53.54337051131703
wmt24pp,es_MX-en,translategemma-4b,bleu,674,12.70331870386537
wmt24pp,es_MX-en,translategemma-4b,bleu,675,10.682175159905851
wmt24pp,es_MX-en,translategemma-4b,bleu,676,17.59046596549957
wmt24pp,es_MX-en,translategemma-4b,bleu,677,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,678,68.037493331712
wmt24pp,es_MX-en,translategemma-4b,bleu,679,9.980099403873664
wmt24pp,es_MX-en,translategemma-4b,bleu,680,26.269098944241588
wmt24pp,es_MX-en,translategemma-4b,bleu,681,54.45652150546949
wmt24pp,es_MX-en,translategemma-4b,bleu,682,45.507609441289176
wmt24pp,es_MX-en,translategemma-4b,bleu,683,50.015837696753806
wmt24pp,es_MX-en,translategemma-4b,bleu,684,66.14479012160072
wmt24pp,es_MX-en,translategemma-4b,bleu,685,33.68771877226174
wmt24pp,es_MX-en,translategemma-4b,bleu,686,34.82921833496193
wmt24pp,es_MX-en,translategemma-4b,bleu,687,44.96465515060993
wmt24pp,es_MX-en,translategemma-4b,bleu,688,32.54516869785607
wmt24pp,es_MX-en,translategemma-4b,bleu,689,40.37939918484853
wmt24pp,es_MX-en,translategemma-4b,bleu,690,15.73089578097748
wmt24pp,es_MX-en,translategemma-4b,bleu,691,53.812062046429105
wmt24pp,es_MX-en,translategemma-4b,bleu,692,48.37928058846985
wmt24pp,es_MX-en,translategemma-4b,bleu,693,47.08390586155219
wmt24pp,es_MX-en,translategemma-4b,bleu,694,62.246757340964166
wmt24pp,es_MX-en,translategemma-4b,bleu,695,46.59335095958816
wmt24pp,es_MX-en,translategemma-4b,bleu,696,33.756741495397186
wmt24pp,es_MX-en,translategemma-4b,bleu,697,47.00873444237207
wmt24pp,es_MX-en,translategemma-4b,bleu,698,53.180600102671754
wmt24pp,es_MX-en,translategemma-4b,bleu,699,37.288487969589845
wmt24pp,es_MX-en,translategemma-4b,bleu,700,32.99388846914377
wmt24pp,es_MX-en,translategemma-4b,bleu,701,53.329333497818354
wmt24pp,es_MX-en,translategemma-4b,bleu,702,47.28467795654251
wmt24pp,es_MX-en,translategemma-4b,bleu,703,30.920695192440252
wmt24pp,es_MX-en,translategemma-4b,bleu,704,40.15605272295195
wmt24pp,es_MX-en,translategemma-4b,bleu,705,45.374148541054495
wmt24pp,es_MX-en,translategemma-4b,bleu,706,25.468614838940905
wmt24pp,es_MX-en,translategemma-4b,bleu,707,40.496508837078416
wmt24pp,es_MX-en,translategemma-4b,bleu,708,39.72647300257301
wmt24pp,es_MX-en,translategemma-4b,bleu,709,39.20454043504047
wmt24pp,es_MX-en,translategemma-4b,bleu,710,29.743531388810005
wmt24pp,es_MX-en,translategemma-4b,bleu,711,36.30363486057007
wmt24pp,es_MX-en,translategemma-4b,bleu,712,27.444137918628236
wmt24pp,es_MX-en,translategemma-4b,bleu,713,60.511886945283656
wmt24pp,es_MX-en,translategemma-4b,bleu,714,46.768530395515654
wmt24pp,es_MX-en,translategemma-4b,bleu,715,53.04488229950065
wmt24pp,es_MX-en,translategemma-4b,bleu,716,32.53956721054323
wmt24pp,es_MX-en,translategemma-4b,bleu,717,38.841408713824435
wmt24pp,es_MX-en,translategemma-4b,bleu,718,30.91531483282523
wmt24pp,es_MX-en,translategemma-4b,bleu,719,47.89439868466379
wmt24pp,es_MX-en,translategemma-4b,bleu,720,59.04948587141529
wmt24pp,es_MX-en,translategemma-4b,bleu,721,29.896349033827633
wmt24pp,es_MX-en,translategemma-4b,bleu,722,19.68934298260501
wmt24pp,es_MX-en,translategemma-4b,bleu,723,42.127573690126056
wmt24pp,es_MX-en,translategemma-4b,bleu,724,58.79994561701532
wmt24pp,es_MX-en,translategemma-4b,bleu,725,57.450408766455375
wmt24pp,es_MX-en,translategemma-4b,bleu,726,32.12302143746022
wmt24pp,es_MX-en,translategemma-4b,bleu,727,49.71938265821829
wmt24pp,es_MX-en,translategemma-4b,bleu,728,37.55573858420093
wmt24pp,es_MX-en,translategemma-4b,bleu,729,19.979687594498785
wmt24pp,es_MX-en,translategemma-4b,bleu,730,61.86129716614788
wmt24pp,es_MX-en,translategemma-4b,bleu,731,38.16202035696645
wmt24pp,es_MX-en,translategemma-4b,bleu,732,34.709247204129014
wmt24pp,es_MX-en,translategemma-4b,bleu,733,32.77035630377849
wmt24pp,es_MX-en,translategemma-4b,bleu,734,43.15021842929046
wmt24pp,es_MX-en,translategemma-4b,bleu,735,36.2120437007165
wmt24pp,es_MX-en,translategemma-4b,bleu,736,45.1568979186151
wmt24pp,es_MX-en,translategemma-4b,bleu,737,63.12085855171596
wmt24pp,es_MX-en,translategemma-4b,bleu,738,37.602879117542045
wmt24pp,es_MX-en,translategemma-4b,bleu,739,40.642958488088034
wmt24pp,es_MX-en,translategemma-4b,bleu,740,60.4171494226752
wmt24pp,es_MX-en,translategemma-4b,bleu,741,42.25018592210488
wmt24pp,es_MX-en,translategemma-4b,bleu,742,27.725141455381326
wmt24pp,es_MX-en,translategemma-4b,bleu,743,33.484765881922655
wmt24pp,es_MX-en,translategemma-4b,bleu,744,44.286344002484746
wmt24pp,es_MX-en,translategemma-4b,bleu,745,47.49644609651048
wmt24pp,es_MX-en,translategemma-4b,bleu,746,44.42903175884628
wmt24pp,es_MX-en,translategemma-4b,bleu,747,42.68800954428027
wmt24pp,es_MX-en,translategemma-4b,bleu,748,46.88353456065888
wmt24pp,es_MX-en,translategemma-4b,bleu,749,42.74225092271921
wmt24pp,es_MX-en,translategemma-4b,bleu,750,50.55218682360682
wmt24pp,es_MX-en,translategemma-4b,bleu,751,51.60297448152358
wmt24pp,es_MX-en,translategemma-4b,bleu,752,56.96878778772682
wmt24pp,es_MX-en,translategemma-4b,bleu,753,52.14798980292721
wmt24pp,es_MX-en,translategemma-4b,bleu,754,46.64241204281651
wmt24pp,es_MX-en,translategemma-4b,bleu,755,36.68763237926486
wmt24pp,es_MX-en,translategemma-4b,bleu,756,43.105464692511056
wmt24pp,es_MX-en,translategemma-4b,bleu,757,39.03792408644488
wmt24pp,es_MX-en,translategemma-4b,bleu,758,41.499005956918104
wmt24pp,es_MX-en,translategemma-4b,bleu,759,46.24153990820557
wmt24pp,es_MX-en,translategemma-4b,bleu,760,59.00080575777821
wmt24pp,es_MX-en,translategemma-4b,bleu,761,27.520275241369664
wmt24pp,es_MX-en,translategemma-4b,bleu,762,55.78012399782002
wmt24pp,es_MX-en,translategemma-4b,bleu,763,47.91419345132799
wmt24pp,es_MX-en,translategemma-4b,bleu,764,61.54492437766887
wmt24pp,es_MX-en,translategemma-4b,bleu,765,57.377878608619866
wmt24pp,es_MX-en,translategemma-4b,bleu,766,33.79470347480346
wmt24pp,es_MX-en,translategemma-4b,bleu,767,44.171031365851
wmt24pp,es_MX-en,translategemma-4b,bleu,768,45.296905776495606
wmt24pp,es_MX-en,translategemma-4b,bleu,769,55.631297931578985
wmt24pp,es_MX-en,translategemma-4b,bleu,770,49.02739386571467
wmt24pp,es_MX-en,translategemma-4b,bleu,771,22.14008856151509
wmt24pp,es_MX-en,translategemma-4b,bleu,772,57.87551522995571
wmt24pp,es_MX-en,translategemma-4b,bleu,773,29.142297474002795
wmt24pp,es_MX-en,translategemma-4b,bleu,774,59.336330786153354
wmt24pp,es_MX-en,translategemma-4b,bleu,775,32.66771431747961
wmt24pp,es_MX-en,translategemma-4b,bleu,776,31.357410166276935
wmt24pp,es_MX-en,translategemma-4b,bleu,777,47.470013648241014
wmt24pp,es_MX-en,translategemma-4b,bleu,778,29.818190571931623
wmt24pp,es_MX-en,translategemma-4b,bleu,779,43.742899659479285
wmt24pp,es_MX-en,translategemma-4b,bleu,780,62.92950653389201
wmt24pp,es_MX-en,translategemma-4b,bleu,781,71.66942075230203
wmt24pp,es_MX-en,translategemma-4b,bleu,782,37.11872012143114
wmt24pp,es_MX-en,translategemma-4b,bleu,783,48.87552439212901
wmt24pp,es_MX-en,translategemma-4b,bleu,784,31.05115913230704
wmt24pp,es_MX-en,translategemma-4b,bleu,785,43.99922295152009
wmt24pp,es_MX-en,translategemma-4b,bleu,786,33.210302584982074
wmt24pp,es_MX-en,translategemma-4b,bleu,787,26.34966720854737
wmt24pp,es_MX-en,translategemma-4b,bleu,788,40.171496425996494
wmt24pp,es_MX-en,translategemma-4b,bleu,789,30.18155727673039
wmt24pp,es_MX-en,translategemma-4b,bleu,790,47.00806875906696
wmt24pp,es_MX-en,translategemma-4b,bleu,791,36.54014987119
wmt24pp,es_MX-en,translategemma-4b,bleu,792,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,793,22.90659291094438
wmt24pp,es_MX-en,translategemma-4b,bleu,794,75.98356856515926
wmt24pp,es_MX-en,translategemma-4b,bleu,795,24.656743128293957
wmt24pp,es_MX-en,translategemma-4b,bleu,796,31.68880060509374
wmt24pp,es_MX-en,translategemma-4b,bleu,797,30.98805094087485
wmt24pp,es_MX-en,translategemma-4b,bleu,798,21.114427888075443
wmt24pp,es_MX-en,translategemma-4b,bleu,799,30.333968916086647
wmt24pp,es_MX-en,translategemma-4b,bleu,800,29.61538368441356
wmt24pp,es_MX-en,translategemma-4b,bleu,801,38.10879886340442
wmt24pp,es_MX-en,translategemma-4b,bleu,802,17.604457355430135
wmt24pp,es_MX-en,translategemma-4b,bleu,803,21.59300631283827
wmt24pp,es_MX-en,translategemma-4b,bleu,804,23.584709273362854
wmt24pp,es_MX-en,translategemma-4b,bleu,805,24.091586345997868
wmt24pp,es_MX-en,translategemma-4b,bleu,806,23.6769209964151
wmt24pp,es_MX-en,translategemma-4b,bleu,807,0.0
wmt24pp,es_MX-en,translategemma-4b,bleu,808,75.98356856515926
wmt24pp,es_MX-en,translategemma-4b,bleu,809,32.197036128528495
wmt24pp,es_MX-en,translategemma-4b,bleu,810,27.81277089463518
wmt24pp,es_MX-en,translategemma-4b,bleu,811,43.945243786881704
